alert_id,assessment_id,enterprise_id,as_of,sector,district_id,prob_stress,prob_missed_repayment,rule_score,fused_score,risk_tier,tier_cutoffs,band_width,low_visibility,data_completeness,buffer_days,dscr_annual,credit_headroom,suggested_max_emi,bridge_headroom,net_buffer_days,forecast_net_90d_p10,forecast_net_90d_p50,forecast_net_90d_p90,reason_1,reason_1_contrib,reason_2,reason_2_contrib,reason_3,reason_3_contrib,fusion_weights,model_id,rule_version,raised_at,projected_shortfall,shortfall_week_of,deadline_date,expires_at,merchant_visible,exported_to_bureau,disputed_at
AL00479,AS004346,ENT0132,2025-09-30,RETAIL,2,0.0007384958496932856,0.0001344018351622782,0.6947,0.3824,AMBER,AMBER>=0.38;RED>=0.58,171963.0,False,0.661,54.6,5.89,304700.0,14486.0,34500.0,54.6,12234.0,124746.0,184197.0,margin_squeeze,1.0,receivable_stretch,0.6364,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-09-30,16000.0,2025-10-30,2025-10-30,2025-12-14,True,False,
AL00480,AS004354,ENT0132,2026-05-31,RETAIL,2,0.00019473270333770292,8.80620609449286e-05,0.7368,0.4053,AMBER,AMBER>=0.38;RED>=0.58,147019.0,False,0.681,41.8,4.56,247300.0,11757.0,18600.0,41.8,-52643.0,53800.0,94376.0,receivable_stretch,0.6364,margin_squeeze,0.5714,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-05-31,63000.0,2026-09-28,2026-09-28,2026-08-14,True,False,
AL00481,AS004360,ENT0133,2024-02-29,HANDICRAFT,2,0.0003340805008963091,7.419032270319671e-06,0.7368,0.4054,AMBER,AMBER>=0.38;RED>=0.58,35398.0,False,0.872,76.8,,11200.0,532.0,10900.0,76.8,943.0,25094.0,36341.0,receivable_stretch,1.0,demand_trough,0.7297,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-02-29,26000.0,2024-08-27,2024-08-27,2024-05-14,True,False,
AL00482,AS004381,ENT0133,2025-11-30,HANDICRAFT,2,0.00027113350307798927,1.294149767591994e-05,0.7684,0.4227,AMBER,AMBER>=0.38;RED>=0.58,22965.0,False,0.951,84.2,,38400.0,1826.0,2700.0,84.2,33436.0,45564.0,56401.0,receivable_stretch,1.0,demand_trough,0.5946,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-11-30,4600.0,2025-12-30,2025-12-30,2026-02-13,True,False,2025-12-16
AL00483,AS004384,ENT0133,2026-02-28,HANDICRAFT,2,0.00019218680949358252,4.349445919638438e-06,0.8316,0.4575,AMBER,AMBER>=0.38;RED>=0.58,34319.0,False,0.955,123.6,,16100.0,765.0,900.0,123.6,8469.0,31664.0,42788.0,receivable_stretch,1.0,demand_trough,1.0,margin_squeeze,0.2571,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-02-28,18400.0,2026-07-28,2026-07-28,2026-05-14,True,False,
AL00484,AS004386,ENT0133,2026-04-30,HANDICRAFT,2,0.0008576057737971915,1.3810999943119143e-05,0.8105,0.4462,AMBER,AMBER>=0.38;RED>=0.58,46594.0,False,0.969,144.7,,34100.0,1621.0,6300.0,144.7,-11270.0,4035.0,35324.0,receivable_stretch,1.0,climate_shock,0.7143,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,44400.0,2026-09-27,2026-09-27,2026-07-14,True,False,
AL00485,AS004390,ENT0134,2023-11-30,FOODPROC,5,0.6774630755360322,0.0023014748504664286,0.7684,0.7275,RED,AMBER>=0.38;RED>=0.58,53486.0,False,0.871,21.6,-0.03,0.0,0.0,38500.0,-9.4,-11385.0,9157.0,42101.0,working_capital_erosion,0.7353,demand_trough,0.7297,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,20500.0,2024-04-28,2024-04-28,2024-02-13,True,False,2023-12-13
AL00486,AS004392,ENT0134,2024-01-31,FOODPROC,5,0.8719861787919058,0.004205392834306965,0.4842,0.6587,RED,AMBER>=0.38;RED>=0.58,66602.0,False,0.877,17.0,0.53,3200.0,152.0,31300.0,-6.7,-53887.0,-2638.0,12715.0,working_capital_erosion,0.7353,debt_overhang,0.5833,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,51200.0,2024-04-30,2024-04-30,2024-04-15,True,False,
AL00487,AS004394,ENT0134,2024-03-31,FOODPROC,5,0.023144038097316983,0.0024724280382950534,0.8,0.4504,AMBER,AMBER>=0.38;RED>=0.58,27845.0,False,0.882,-2.0,0.45,8300.0,395.0,23300.0,-18.3,23159.0,33824.0,51004.0,working_capital_erosion,1.0,debt_overhang,0.5833,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,22100.0,2024-04-30,2024-04-30,2024-06-14,True,False,
AL00488,AS004396,ENT0134,2024-05-31,FOODPROC,5,0.08786373371013752,0.0007934457033714277,0.7684,0.4622,AMBER,AMBER>=0.38;RED>=0.58,102066.0,False,0.895,17.5,0.92,18500.0,880.0,25100.0,-0.1,-2624.0,52244.0,99442.0,working_capital_erosion,0.7353,demand_trough,0.7297,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,3900.0,2024-06-30,2024-06-30,2024-08-14,True,False,
AL00489,AS004407,ENT0134,2025-04-30,FOODPROC,5,0.0007217352623785228,3.398726680604373e-05,0.9579,0.5272,AMBER,AMBER>=0.38;RED>=0.58,116391.0,False,0.944,17.6,2.39,243100.0,11557.0,33600.0,17.6,5499.0,112943.0,121890.0,demand_trough,1.0,climate_shock,0.7143,working_capital_erosion,0.5588,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,11000.0,2025-05-30,2025-05-30,2025-07-14,True,False,
AL00490,AS004423,ENT0135,2023-11-30,HANDICRAFT,6,0.11684297733160784,5.8618718834101876e-05,0.6316,0.4,AMBER,AMBER>=0.38;RED>=0.58,58288.0,False,0.838,9.5,,0.0,0.0,12000.0,-9.2,-9902.0,33555.0,48386.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,17100.0,2023-12-30,2023-12-30,2024-02-13,True,False,
AL00491,AS004463,ENT0136,2024-06-30,DAIRY,6,0.06463329820584503,0.009871338180787507,0.6842,0.4054,AMBER,AMBER>=0.38;RED>=0.58,41850.0,False,0.802,18.1,6.36,98900.0,4702.0,13300.0,18.1,-11370.0,11194.0,30480.0,margin_squeeze,1.0,working_capital_erosion,0.5588,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-06-30,23900.0,2024-10-28,2024-10-28,2024-09-13,True,False,
AL00492,AS004474,ENT0136,2025-05-31,DAIRY,6,0.05366549920413526,0.0019020066878371784,0.6737,0.3947,AMBER,AMBER>=0.38;RED>=0.58,42988.0,False,0.858,14.3,6.91,77500.0,3684.0,12400.0,14.3,-30026.0,-5089.0,12962.0,margin_squeeze,1.0,working_capital_erosion,0.5588,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-05-31,42100.0,2025-10-28,2025-10-28,2025-08-14,True,False,
AL00493,AS004476,ENT0136,2025-07-31,DAIRY,6,0.00215472712128129,4.34855505436676e-05,0.6947,0.3831,AMBER,AMBER>=0.38;RED>=0.58,112195.0,False,0.869,19.9,7.38,116400.0,5534.0,18300.0,19.9,-25051.0,50103.0,87144.0,margin_squeeze,0.7429,working_capital_erosion,0.5588,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-07-31,26500.0,2025-11-28,2025-11-28,2025-10-14,True,False,
AL00494,AS004485,ENT0136,2026-04-30,DAIRY,6,0.053067541214024475,3.0686291678722344e-05,0.7895,0.4581,AMBER,AMBER>=0.38;RED>=0.58,85859.0,False,0.912,28.7,24.69,67100.0,3190.0,14100.0,28.7,-59403.0,-11150.0,26456.0,climate_shock,0.7143,margin_squeeze,0.5714,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,66300.0,2026-08-28,2026-08-28,2026-07-14,True,False,
AL00495,AS004493,ENT0137,2024-03-31,DAIRY,2,0.7596580855437183,1.3652939936116938e-05,0.5368,0.6371,RED,AMBER>=0.38;RED>=0.58,119769.0,False,0.899,45.8,,28900.0,1374.0,19200.0,45.8,-99787.0,-12345.0,19982.0,receivable_stretch,0.3333,demand_trough,0.3243,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,155200.0,2024-07-29,2024-07-29,2024-06-14,True,False,
AL00496,AS004495,ENT0137,2024-05-31,DAIRY,2,0.4250104006798808,0.0001592260225968995,0.5684,0.5039,AMBER,AMBER>=0.38;RED>=0.58,94376.0,False,0.908,19.5,,30900.0,1469.0,19100.0,19.5,-89041.0,-7889.0,5335.0,margin_squeeze,1.0,working_capital_erosion,0.5588,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,84300.0,2024-08-29,2024-08-29,2024-08-14,True,False,
AL00497,AS004497,ENT0137,2024-07-31,DAIRY,2,0.0028684946781019813,0.00025001677502505605,0.8421,0.4644,AMBER,AMBER>=0.38;RED>=0.58,83449.0,False,0.923,-2.0,,38700.0,1840.0,15500.0,-2.0,-19818.0,35155.0,63631.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,18400.0,2024-09-29,2024-09-29,2024-10-14,True,False,
AL00498,AS004505,ENT0137,2025-03-31,DAIRY,2,0.8007131128355008,4.149273604823845e-05,0.3368,0.5456,AMBER,AMBER>=0.38;RED>=0.58,125544.0,False,0.966,47.1,,18500.0,880.0,36000.0,47.1,-112763.0,-28385.0,12781.0,receivable_stretch,0.3333,demand_trough,0.3243,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-03-31,147200.0,2025-07-29,2025-07-29,2025-06-14,True,False,
AL00499,AS004507,ENT0137,2025-05-31,DAIRY,2,0.7592244826085948,0.00019642972438804927,0.6842,0.718,RED,AMBER>=0.38;RED>=0.58,107744.0,False,0.978,16.7,,37200.0,1769.0,27600.0,16.7,-92979.0,-6763.0,14765.0,margin_squeeze,1.0,working_capital_erosion,0.5588,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-05-31,87900.0,2025-08-29,2025-08-29,2025-08-14,True,False,
AL00500,AS004510,ENT0137,2025-08-31,DAIRY,2,0.0050509883974315445,9.852999827557659e-05,0.7895,0.4365,AMBER,AMBER>=0.38;RED>=0.58,95298.0,False,0.993,1.2,,69500.0,3304.0,17400.0,1.2,-9586.0,61505.0,85712.0,working_capital_erosion,1.0,margin_squeeze,0.5714,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-08-31,15800.0,2026-01-28,2026-01-28,2025-11-14,True,False,
AL00501,AS004516,ENT0137,2026-02-28,DAIRY,2,0.446989838258657,1.7533144374664296e-05,0.3474,0.3922,AMBER,AMBER>=0.38;RED>=0.58,142881.0,False,0.993,45.3,,29100.0,1383.0,30900.0,45.3,-97847.0,1692.0,45034.0,demand_trough,0.5946,receivable_stretch,0.3333,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-02-28,148600.0,2026-07-28,2026-07-28,2026-05-14,True,False,
AL00502,AS004518,ENT0137,2026-04-30,DAIRY,2,0.7911884493972118,0.00020102524773142724,0.3579,0.5529,AMBER,AMBER>=0.38;RED>=0.58,116283.0,False,0.993,33.2,,12300.0,585.0,42400.0,33.2,-100790.0,-40657.0,15493.0,climate_shock,0.7143,working_capital_erosion,0.2647,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,132600.0,2026-08-28,2026-08-28,2026-07-14,True,False,
AL00503,AS004520,ENT0137,2026-06-30,DAIRY,2,0.016660858462967224,0.00030700938916500926,1.0,0.5575,AMBER,AMBER>=0.38;RED>=0.58,,False,0.993,-1.6,,15700.0,746.0,12200.0,-5.8,,,,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-06-30,22800.0,2026-09-28,2026-09-28,2026-09-13,True,False,
AL00504,AS004522,ENT0138,2023-11-30,HANDICRAFT,2,0.05984929224024732,0.08380982776524917,0.8632,0.5017,AMBER,AMBER>=0.38;RED>=0.58,66203.0,True,0.386,-3.8,-2.08,0.0,0.0,1000.0,-49.9,-28018.0,25759.0,38185.0,debt_overhang,1.0,working_capital_erosion,0.7353,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,23400.0,2024-02-28,2024-02-28,2024-02-13,True,False,
AL00505,AS004524,ENT0138,2024-01-31,HANDICRAFT,2,0.6202521394069338,0.04699845090087943,1.0,0.8291,RED,AMBER>=0.38;RED>=0.58,65178.0,True,0.386,23.5,-0.28,0.0,0.0,8600.0,-25.1,-37038.0,10291.0,28140.0,receivable_stretch,1.0,working_capital_erosion,0.7353,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,49300.0,2024-07-29,2024-07-29,2024-04-15,True,False,2024-02-18
AL00506,AS004526,ENT0138,2024-03-31,HANDICRAFT,2,0.8264837611361798,0.9124465890056598,0.9579,0.8988,RED,AMBER>=0.38;RED>=0.58,53041.0,True,0.394,5.9,0.42,400.0,19.0,5000.0,-9.1,-45080.0,-20683.0,7961.0,working_capital_erosion,0.7353,receivable_stretch,0.697,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,69900.0,2024-09-27,2024-09-27,2024-06-14,True,False,
AL00507,AS004528,ENT0138,2024-05-31,HANDICRAFT,2,0.15274944828908382,0.14635970681984534,1.0,0.6187,RED,AMBER>=0.38;RED>=0.58,36381.0,True,0.402,2.2,0.22,100.0,5.0,400.0,-42.1,-35896.0,-25236.0,485.0,debt_overhang,1.0,working_capital_erosion,1.0,receivable_stretch,0.6667,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,73500.0,2024-10-28,2024-10-28,2024-08-14,True,False,
AL00508,AS004530,ENT0138,2024-07-31,HANDICRAFT,2,0.04056454154316489,0.0957190772379351,1.0,0.5683,AMBER,AMBER>=0.38;RED>=0.58,43821.0,True,0.397,-2.8,-0.02,0.0,0.0,3800.0,-60.5,-45558.0,-17279.0,-1737.0,receivable_stretch,1.0,debt_overhang,1.0,working_capital_erosion,0.7353,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,44000.0,2024-10-29,2024-10-29,2024-10-14,True,False,
AL00509,AS004532,ENT0138,2024-09-30,HANDICRAFT,2,0.05991046693099198,0.007075607829541986,0.8211,0.4786,AMBER,AMBER>=0.38;RED>=0.58,35022.0,True,0.41,11.1,0.58,2700.0,128.0,4300.0,-60.7,-2770.0,2184.0,32252.0,working_capital_erosion,0.7353,receivable_stretch,0.697,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-09-30,12900.0,2024-10-30,2024-10-30,2024-12-14,True,False,
AL00510,AS004534,ENT0138,2024-11-30,HANDICRAFT,2,0.05327060088424663,0.0067056702269098455,0.8526,0.4929,AMBER,AMBER>=0.38;RED>=0.58,44486.0,True,0.41,15.1,0.89,5100.0,242.0,6000.0,-78.6,8171.0,36335.0,52657.0,working_capital_erosion,0.7353,receivable_stretch,0.697,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-11-30,8200.0,2024-12-30,2024-12-30,2025-02-13,True,False,
AL00511,AS004536,ENT0138,2025-01-31,HANDICRAFT,2,0.039645315074410666,0.0002987152112060545,1.0,0.5678,AMBER,AMBER>=0.38;RED>=0.58,49752.0,True,0.413,17.9,0.75,4300.0,204.0,7100.0,-66.9,-2940.0,45853.0,46812.0,working_capital_erosion,0.7353,receivable_stretch,0.697,demand_trough,0.5946,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-01-31,14000.0,2025-03-02,2025-03-02,2025-04-16,True,False,
AL00512,AS004539,ENT0138,2025-04-30,HANDICRAFT,2,0.8076664864567784,0.004457346043210078,1.0,0.9134,RED,AMBER>=0.38;RED>=0.58,26624.0,True,0.415,32.2,1.42,14200.0,675.0,4300.0,-9.8,-9372.0,3432.0,17252.0,receivable_stretch,1.0,working_capital_erosion,0.7353,climate_shock,0.7143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,15700.0,2025-05-30,2025-05-30,2025-07-14,True,False,
AL00513,AS004541,ENT0138,2025-06-30,HANDICRAFT,2,0.24238081421941357,0.002303448443731013,0.9053,0.607,RED,AMBER>=0.38;RED>=0.58,38983.0,True,0.418,-0.3,2.25,7300.0,347.0,400.0,-34.1,-36779.0,853.0,2204.0,working_capital_erosion,1.0,receivable_stretch,0.6667,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,38800.0,2025-11-27,2025-11-27,2025-09-13,True,False,
AL00514,AS004543,ENT0138,2025-08-31,HANDICRAFT,2,0.1556818682575947,0.013414770044754023,0.8,0.5101,AMBER,AMBER>=0.38;RED>=0.58,42711.0,True,0.417,-0.1,2.62,8800.0,418.0,700.0,-42.9,-11832.0,16542.0,30879.0,working_capital_erosion,1.0,receivable_stretch,0.3636,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-08-31,17900.0,2025-12-29,2025-12-29,2025-11-14,True,False,
AL00515,AS004545,ENT0138,2025-10-31,HANDICRAFT,2,0.060428454353734784,0.0028862358454371816,0.9263,0.5367,AMBER,AMBER>=0.38;RED>=0.58,36977.0,True,0.433,-1.1,4.29,8600.0,409.0,900.0,-57.5,8993.0,31744.0,45970.0,working_capital_erosion,1.0,demand_trough,0.5946,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-10-31,4600.0,2025-11-30,2025-11-30,2026-01-14,True,False,
AL00516,AS004547,ENT0138,2025-12-31,HANDICRAFT,2,0.01184572929473771,0.0001383343991102359,0.9579,0.5322,AMBER,AMBER>=0.38;RED>=0.58,46823.0,True,0.426,28.7,11.55,21000.0,998.0,7100.0,-45.1,-358.0,45429.0,46465.0,receivable_stretch,1.0,working_capital_erosion,0.7353,demand_trough,0.5946,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-12-31,7400.0,2026-01-30,2026-01-30,2026-03-16,True,False,
AL00517,AS004550,ENT0138,2026-03-31,HANDICRAFT,2,0.15007983660711843,1.3425654813900872e-05,0.8,0.5075,AMBER,AMBER>=0.38;RED>=0.58,23267.0,True,0.438,23.0,,15700.0,746.0,9600.0,13.8,7504.0,19759.0,30771.0,receivable_stretch,0.697,demand_trough,0.5946,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-03-31,23800.0,2026-08-28,2026-08-28,2026-06-14,True,False,
AL00518,AS004564,ENT0139,2024-08-31,RETAIL,3,9.779297983020294e-05,1.9181137072495076e-05,0.7053,0.388,AMBER,AMBER>=0.38;RED>=0.58,98805.0,False,0.764,72.5,10.91,248700.0,11824.0,36200.0,72.5,42499.0,120223.0,141304.0,margin_squeeze,0.7429,receivable_stretch,0.6364,climate_shock,0.3143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-08-31,0.0,,2024-11-11,2024-11-14,True,False,
AL00519,AS004575,ENT0139,2025-07-31,RETAIL,3,7.712537417981149e-05,7.707078441207286e-06,0.6947,0.3821,AMBER,AMBER>=0.38;RED>=0.58,142325.0,False,0.823,75.9,10.29,217600.0,10345.0,32800.0,75.9,20715.0,78407.0,163040.0,margin_squeeze,0.7429,receivable_stretch,0.6364,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-07-31,6700.0,2025-08-30,2025-08-30,2025-10-14,True,False,
AL00520,AS004588,ENT0140,2023-11-30,HANDICRAFT,6,0.582819268287845,0.9396279511390391,0.8947,0.7544,RED,AMBER>=0.38;RED>=0.58,40960.0,False,0.811,34.4,-2.41,0.0,0.0,2100.0,-38.9,-21835.0,9312.0,19125.0,debt_overhang,1.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,29600.0,2024-03-29,2024-03-29,2024-02-13,True,False,
AL00521,AS004590,ENT0140,2024-01-31,HANDICRAFT,6,0.20339024861902544,0.906790337532182,0.8947,0.5836,RED,AMBER>=0.38;RED>=0.58,24149.0,False,0.81,34.0,-1.53,0.0,0.0,1800.0,-49.4,-12135.0,6175.0,12014.0,debt_overhang,1.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,30100.0,2024-07-29,2024-07-29,2024-04-15,True,False,
AL00522,AS004592,ENT0140,2024-03-31,HANDICRAFT,6,0.830589410830188,0.9865915610779817,1.0,0.9238,RED,AMBER>=0.38;RED>=0.58,30579.0,False,0.819,35.0,-1.27,0.0,0.0,1300.0,-68.0,-21771.0,-5491.0,8808.0,receivable_stretch,1.0,debt_overhang,1.0,working_capital_erosion,0.7353,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,26800.0,2024-09-27,2024-09-27,2024-06-14,True,False,
AL00523,AS004594,ENT0140,2024-05-31,HANDICRAFT,6,0.10517712055113015,0.977923674182147,1.0,0.5973,RED,AMBER>=0.38;RED>=0.58,15691.0,False,0.826,1.0,-1.19,0.0,0.0,100.0,-81.5,-13587.0,-10655.0,2104.0,receivable_stretch,1.0,debt_overhang,1.0,working_capital_erosion,0.7353,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,32700.0,2024-10-28,2024-10-28,2024-08-14,True,False,
AL00524,AS004596,ENT0140,2024-07-31,HANDICRAFT,6,0.10360998066457625,0.9432171788796507,1.0,0.5966,RED,AMBER>=0.38;RED>=0.58,51771.0,False,0.829,2.4,-1.09,0.0,0.0,1400.0,-77.3,-39097.0,-8682.0,12674.0,receivable_stretch,1.0,debt_overhang,1.0,working_capital_erosion,1.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,37200.0,2024-10-29,2024-10-29,2024-10-14,True,False,
AL00525,AS004598,ENT0140,2024-09-30,HANDICRAFT,6,0.02501962479961728,0.05210281463461459,1.0,0.5613,AMBER,AMBER>=0.38;RED>=0.58,31985.0,False,0.839,0.4,-0.39,0.0,0.0,1700.0,-88.4,-5991.0,9879.0,25994.0,receivable_stretch,1.0,debt_overhang,1.0,working_capital_erosion,1.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-09-30,8500.0,2024-11-29,2024-11-29,2024-12-14,True,False,
AL00526,AS004600,ENT0140,2024-11-30,HANDICRAFT,6,0.1555626995608443,0.06283093381617244,1.0,0.62,RED,AMBER>=0.38;RED>=0.58,40569.0,False,0.845,0.3,-0.37,0.0,0.0,300.0,-113.6,-5343.0,25651.0,35226.0,receivable_stretch,1.0,working_capital_erosion,0.7353,demand_trough,0.5946,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-11-30,4500.0,2024-12-30,2024-12-30,2025-02-13,True,False,
AL00527,AS004602,ENT0140,2025-01-31,HANDICRAFT,6,0.6546878481490284,0.051440616539946325,1.0,0.8446,RED,AMBER>=0.38;RED>=0.58,21365.0,False,0.854,12.0,0.42,600.0,29.0,3500.0,-85.9,517.0,8526.0,21882.0,receivable_stretch,1.0,working_capital_erosion,1.0,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-01-31,9800.0,2025-03-02,2025-03-02,2025-04-16,True,False,
AL00528,AS004605,ENT0140,2025-04-30,HANDICRAFT,6,0.2908957785166569,0.9283443766829927,1.0,0.6809,RED,AMBER>=0.38;RED>=0.58,23587.0,False,0.862,16.1,1.12,1500.0,71.0,2900.0,-73.3,-13938.0,-5706.0,9649.0,receivable_stretch,1.0,working_capital_erosion,0.7353,climate_shock,0.7143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,26500.0,2025-09-27,2025-09-27,2025-07-14,True,False,
AL00529,AS004607,ENT0140,2025-06-30,HANDICRAFT,6,0.6247678561872265,0.1602436876972094,0.9789,0.8195,RED,AMBER>=0.38;RED>=0.58,44978.0,False,0.873,11.7,1.57,1300.0,62.0,1600.0,-83.4,-37472.0,-11064.0,7506.0,receivable_stretch,1.0,working_capital_erosion,0.7353,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,50100.0,2025-10-28,2025-10-28,2025-09-13,True,False,
AL00530,AS004609,ENT0140,2025-08-31,HANDICRAFT,6,0.04792730489043584,0.1824372169733518,1.0,0.5716,AMBER,AMBER>=0.38;RED>=0.58,22593.0,False,0.874,-4.1,1.64,3800.0,181.0,200.0,-80.3,-1648.0,7292.0,20945.0,receivable_stretch,1.0,working_capital_erosion,0.7353,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-08-31,20700.0,2025-10-30,2025-10-30,2025-11-14,True,False,
AL00531,AS004611,ENT0140,2025-10-31,HANDICRAFT,6,0.0491459361866945,0.02002903797519419,1.0,0.5721,AMBER,AMBER>=0.38;RED>=0.58,21275.0,False,0.889,3.9,1.02,6200.0,295.0,3300.0,-114.5,12318.0,16387.0,33593.0,receivable_stretch,1.0,working_capital_erosion,0.7353,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-10-31,1000.0,2025-11-30,2025-11-30,2026-01-14,True,False,
