batch_id,enterprise_id,placed_on,realised_on,grow_days,chicks_placed,placement_cost,feed_on_dealer_credit,realisation,realisation_price
ENT0232-B20,ENT0232,2026-03-21,2026-05-02,42,104369,42512.0,110061.0,153556.0,82.78
ENT0232-B21,ENT0232,2026-05-10,2026-06-21,42,85723,47186.0,124550.0,136485.0,79.12
ENT0233-B01,ENT0233,2023-08-01,2023-09-12,42,74929,13797.0,38790.0,64822.0,95.02
ENT0233-B02,ENT0233,2023-09-21,2023-11-02,42,51524,16853.0,34943.0,128202.0,104.71
ENT0233-B03,ENT0233,2023-11-11,2023-12-23,42,65851,15673.0,33047.0,164065.0,107.73
ENT0233-B04,ENT0233,2024-01-02,2024-02-13,42,57367,11889.0,33915.0,143103.0,105.78
ENT0233-B05,ENT0233,2024-02-23,2024-04-05,42,52291,17012.0,37552.0,98968.0,93.22
ENT0233-B06,ENT0233,2024-04-13,2024-05-25,42,65496,18129.0,38404.0,105747.0,83.81
ENT0233-B07,ENT0233,2024-06-01,2024-07-13,42,68826,16829.0,41098.0,91049.0,83.28
ENT0233-B08,ENT0233,2024-07-20,2024-08-31,42,57627,19074.0,40021.0,41201.0,91.2
ENT0233-B09,ENT0233,2024-09-07,2024-10-19,42,54164,14852.0,36356.0,114219.0,111.94
ENT0233-B10,ENT0233,2024-10-28,2024-12-09,42,69064,17113.0,34973.0,174358.0,120.64
ENT0233-B11,ENT0233,2024-12-16,2025-01-27,42,50348,14039.0,35231.0,127474.0,119.89
ENT0233-B12,ENT0233,2025-02-03,2025-03-17,42,72100,12892.0,38480.0,150349.0,102.29
ENT0233-B13,ENT0233,2025-03-25,2025-05-06,42,72953,17766.0,41499.0,115206.0,88.33
ENT0233-B14,ENT0233,2025-05-13,2025-06-24,42,54289,20544.0,44398.0,83230.0,85.96
ENT0233-B15,ENT0233,2025-07-01,2025-08-12,42,56047,17891.0,44168.0,58116.0,98.88
ENT0233-B16,ENT0233,2025-08-22,2025-10-03,42,63283,19924.0,41541.0,143208.0,113.99
ENT0233-B17,ENT0233,2025-10-13,2025-11-24,42,59770,15034.0,37635.0,158166.0,120.42
ENT0233-B18,ENT0233,2025-12-01,2026-01-12,42,63735,16424.0,37596.0,159282.0,116.38
ENT0233-B19,ENT0233,2026-01-21,2026-03-04,42,64173,16575.0,40941.0,143422.0,105.11
ENT0233-B20,ENT0233,2026-03-14,2026-04-25,42,58108,21900.0,49183.0,109857.0,97.75
ENT0233-B21,ENT0233,2026-05-03,2026-06-14,42,67092,20377.0,52994.0,97410.0,91.86
ENT0237-B01,ENT0237,2023-08-03,2023-09-14,42,102055,27829.0,60749.0,88494.0,96.15
ENT0237-B02,ENT0237,2023-09-23,2023-11-04,42,105992,27911.0,58197.0,251330.0,109.21
ENT0237-B03,ENT0237,2023-11-14,2023-12-26,42,119349,19757.0,54375.0,308853.0,113.72
ENT0237-B04,ENT0237,2024-01-02,2024-02-13,42,87088,19589.0,55421.0,204897.0,108.86
ENT0237-B05,ENT0237,2024-02-23,2024-04-05,42,114831,24896.0,63071.0,172655.0,89.87
ENT0237-B06,ENT0237,2024-04-14,2024-05-26,42,99061,24966.0,67750.0,138015.0,81.72
ENT0237-B07,ENT0237,2024-06-04,2024-07-16,42,82464,30019.0,70174.0,117860.0,84.93
ENT0237-B08,ENT0237,2024-07-26,2024-09-06,42,101036,33131.0,66544.0,201711.0,103.05
ENT0237-B09,ENT0237,2024-09-15,2024-10-27,42,103692,25821.0,60181.0,208516.0,107.89
ENT0237-B10,ENT0237,2024-11-06,2024-12-18,42,98041,26683.0,57256.0,118467.0,103.49
ENT0237-B11,ENT0237,2024-12-28,2025-02-08,42,113995,25076.0,57762.0,243941.0,92.12
ENT0237-B12,ENT0237,2025-02-17,2025-03-31,42,112662,28326.0,66062.0,217803.0,87.92
ENT0237-B13,ENT0237,2025-04-09,2025-05-21,42,128172,29686.0,69253.0,142291.0,78.54
ENT0237-B14,ENT0237,2025-05-29,2025-07-10,42,122124,27670.0,73224.0,147442.0,80.34
ENT0237-B15,ENT0237,2025-07-18,2025-08-29,42,105248,26359.0,72066.0,143981.0,84.44
ENT0237-B16,ENT0237,2025-09-08,2025-10-20,42,126938,24746.0,63920.0,141304.0,99.09
ENT0237-B17,ENT0237,2025-10-27,2025-12-08,42,79205,25594.0,60976.0,202700.0,110.04
ENT0237-B18,ENT0237,2025-12-17,2026-01-28,42,119762,22350.0,59058.0,237045.0,107.97
ENT0237-B19,ENT0237,2026-02-07,2026-03-21,42,102839,28098.0,69758.0,188288.0,94.71
ENT0237-B20,ENT0237,2026-03-29,2026-05-10,42,112986,37907.0,80679.0,160143.0,83.93
ENT0237-B21,ENT0237,2026-05-19,2026-06-30,42,102182,37539.0,87149.0,154955.0,82.33
ENT0241-B01,ENT0241,2023-08-02,2023-09-13,42,153591,41410.0,84349.0,156970.0,96.26
ENT0241-B02,ENT0241,2023-09-22,2023-11-03,42,127529,33503.0,81715.0,307485.0,109.54
ENT0241-B03,ENT0241,2023-11-10,2023-12-22,42,102055,28519.0,75617.0,244601.0,113.01
ENT0241-B04,ENT0241,2023-12-31,2024-02-11,42,115717,26757.0,79226.0,293828.0,108.78
ENT0241-B05,ENT0241,2024-02-19,2024-04-01,42,124890,36676.0,85537.0,248371.0,90.69
ENT0241-B06,ENT0241,2024-04-09,2024-05-21,42,105714,40771.0,96394.0,167424.0,81.76
ENT0241-B07,ENT0241,2024-05-31,2024-07-12,42,128461,43344.0,99833.0,180091.0,84.51
ENT0241-B08,ENT0241,2024-07-19,2024-08-30,42,135873,40147.0,94668.0,125938.0,93.34
ENT0241-B09,ENT0241,2024-09-07,2024-10-19,42,119226,43101.0,86725.0,268327.0,107.59
ENT0241-B10,ENT0241,2024-10-28,2024-12-09,42,103655,34674.0,81926.0,186938.0,113.08
ENT0241-B11,ENT0241,2024-12-18,2025-01-29,42,125118,32849.0,81189.0,230865.0,98.11
ENT0241-B12,ENT0241,2025-02-08,2025-03-22,42,94239,35310.0,90822.0,157296.0,87.81
ENT0241-B13,ENT0241,2025-03-30,2025-05-11,42,125672,39307.0,97678.0,189034.0,76.21
ENT0241-B14,ENT0241,2025-05-20,2025-07-01,42,125993,35657.0,104832.0,190127.0,79.4
ENT0241-B15,ENT0241,2025-07-10,2025-08-21,42,112162,49341.0,99088.0,92916.0,85.51
ENT0241-B16,ENT0241,2025-08-28,2025-10-09,42,124561,46081.0,92917.0,252394.0,100.81
ENT0241-B17,ENT0241,2025-10-18,2025-11-29,42,137283,38927.0,85401.0,286049.0,106.2
ENT0241-B18,ENT0241,2025-12-08,2026-01-19,42,126391,39440.0,82477.0,322041.0,111.75
ENT0241-B19,ENT0241,2026-01-29,2026-03-12,42,116758,35585.0,96294.0,229804.0,96.57
ENT0241-B20,ENT0241,2026-03-22,2026-05-03,42,122198,40262.0,114136.0,197810.0,81.78
ENT0241-B21,ENT0241,2026-05-10,2026-06-21,42,145901,50385.0,117350.0,203415.0,82.82
ENT0244-B01,ENT0244,2023-08-06,2023-09-17,42,86103,23022.0,60133.0,128318.0,95.22
ENT0244-B02,ENT0244,2023-09-24,2023-11-05,42,84218,22549.0,55978.0,209798.0,105.24
ENT0244-B03,ENT0244,2023-11-14,2023-12-26,42,88660,22696.0,51102.0,249513.0,111.97
ENT0244-B04,ENT0244,2024-01-04,2024-02-15,42,79858,25619.0,54120.0,183099.0,102.22
ENT0244-B05,ENT0244,2024-02-25,2024-04-07,42,72530,22072.0,60387.0,131546.0,87.83
ENT0244-B06,ENT0244,2024-04-15,2024-05-27,42,73370,25702.0,66281.0,113664.0,84.63
ENT0244-B07,ENT0244,2024-06-03,2024-07-15,42,70894,30191.0,68655.0,118873.0,84.65
ENT0244-B08,ENT0244,2024-07-25,2024-09-05,42,74420,25524.0,68098.0,135891.0,98.58
ENT0244-B09,ENT0244,2024-09-12,2024-10-24,42,94100,25102.0,61319.0,205334.0,111.62
ENT0244-B10,ENT0244,2024-11-02,2024-12-14,42,73690,22977.0,58741.0,109674.0,108.39
ENT0244-B11,ENT0244,2024-12-21,2025-02-01,42,74812,23171.0,58329.0,160859.0,95.97
ENT0244-B12,ENT0244,2025-02-11,2025-03-25,42,93155,22825.0,63894.0,145723.0,90.29
ENT0244-B13,ENT0244,2025-04-01,2025-05-13,42,102565,26503.0,74489.0,114105.0,75.81
ENT0244-B14,ENT0244,2025-05-23,2025-07-04,42,88132,35039.0,77861.0,112309.0,77.13
ENT0244-B15,ENT0244,2025-07-12,2025-08-23,42,76664,28255.0,76561.0,65280.0,78.91
ENT0244-B16,ENT0244,2025-08-31,2025-10-12,42,88886,35493.0,68896.0,167080.0,96.36
ENT0244-B17,ENT0244,2025-10-22,2025-12-03,42,83835,32793.0,64261.0,188302.0,106.54
ENT0244-B18,ENT0244,2025-12-11,2026-01-22,42,86113,23210.0,61283.0,266214.0,108.54
ENT0244-B19,ENT0244,2026-02-01,2026-03-15,42,79790,23932.0,70498.0,142865.0,94.48
ENT0244-B20,ENT0244,2026-03-23,2026-05-04,42,87181,30280.0,82292.0,136170.0,82.1
ENT0244-B21,ENT0244,2026-05-14,2026-06-25,42,85805,42464.0,92246.0,110269.0,79.07
ENT0252-B01,ENT0252,2023-08-02,2023-09-13,42,74509,22057.0,60266.0,68297.0,95.78
ENT0252-B02,ENT0252,2023-09-20,2023-11-01,42,89569,26255.0,56485.0,198850.0,104.51
ENT0252-B03,ENT0252,2023-11-09,2023-12-21,42,77872,23765.0,50666.0,245501.0,111.49
ENT0252-B04,ENT0252,2023-12-29,2024-02-09,42,98103,18532.0,52488.0,215147.0,101.88
ENT0252-B05,ENT0252,2024-02-19,2024-04-01,42,73209,23056.0,56993.0,128192.0,86.61
ENT0252-B06,ENT0252,2024-04-08,2024-05-20,42,93577,27882.0,64555.0,123073.0,84.7
ENT0252-B07,ENT0252,2024-05-29,2024-07-10,42,87475,31417.0,68342.0,104487.0,84.91
ENT0252-B08,ENT0252,2024-07-18,2024-08-29,42,81164,30348.0,65377.0,80053.0,90.6
ENT0252-B09,ENT0252,2024-09-07,2024-10-19,42,72187,27221.0,57451.0,149381.0,111.95
ENT0252-B10,ENT0252,2024-10-27,2024-12-08,42,95465,23512.0,56210.0,145913.0,116.16
ENT0252-B11,ENT0252,2024-12-17,2025-01-28,42,94401,20933.0,55970.0,204275.0,101.36
ENT0252-B12,ENT0252,2025-02-04,2025-03-18,42,105425,23323.0,60993.0,162293.0,89.02
ENT0252-B13,ENT0252,2025-03-25,2025-05-06,42,92348,30247.0,68706.0,122813.0,76.31
ENT0252-B14,ENT0252,2025-05-13,2025-06-24,42,100864,27370.0,73423.0,120119.0,75.65
ENT0252-B15,ENT0252,2025-07-02,2025-08-13,42,82977,28833.0,73497.0,73390.0,79.18
ENT0252-B16,ENT0252,2025-08-22,2025-10-03,42,70575,26042.0,70868.0,136992.0,95.4
ENT0252-B17,ENT0252,2025-10-11,2025-11-22,42,79795,26616.0,62655.0,182881.0,105.19
ENT0252-B18,ENT0252,2025-12-01,2026-01-12,42,82542,28263.0,59634.0,210487.0,108.83
ENT0252-B19,ENT0252,2026-01-21,2026-03-04,42,73421,23460.0,63880.0,154652.0,93.94
ENT0252-B20,ENT0252,2026-03-12,2026-04-23,42,85152,27422.0,78253.0,127936.0,88.36
ENT0252-B21,ENT0252,2026-05-02,2026-06-13,42,97298,29937.0,88966.0,140867.0,79.58
