task_id,alert_id,enterprise_id,officer_id,assigned_on,priority_score,status
TK00805,AL00805,ENT0205,FO1,2024-08-03,0.3996,closed
TK00806,AL00806,ENT0205,FO1,2025-07-01,0.3829,closed
TK00807,AL00807,ENT0205,FO1,2026-05-03,0.4984,closed
TK00808,AL00808,ENT0205,FO1,2026-07-03,0.5225,closed
TK00809,AL00809,ENT0206,FO1,2024-03-03,0.4809,open
TK00810,AL00810,ENT0206,FO1,2024-05-04,0.7066,closed
TK00811,AL00811,ENT0206,FO1,2024-07-02,0.4719,open
TK00812,AL00812,ENT0206,FO1,2024-09-04,0.4295,open
TK00813,AL00813,ENT0206,FO1,2025-03-03,0.4499,closed
TK00814,AL00814,ENT0206,FO1,2025-05-04,0.6953,closed
TK00815,AL00815,ENT0206,FO1,2025-07-02,0.5347,closed
TK00816,AL00816,ENT0206,FO1,2026-02-04,0.5828,open
TK00817,AL00817,ENT0206,FO1,2026-05-02,0.7932,open
TK00818,AL00818,ENT0206,FO1,2026-07-02,0.555,closed
TK00819,AL00819,ENT0207,FO6,2026-05-02,0.4053,open
TK00820,AL00820,ENT0208,FO2,2025-10-01,0.388,open
TK00821,AL00821,ENT0209,FO4,2024-07-02,0.3972,open
TK00822,AL00822,ENT0209,FO4,2025-05-02,0.3853,open
TK00823,AL00823,ENT0211,FO6,2023-12-04,0.3889,closed
TK00824,AL00824,ENT0212,FO2,2026-05-04,0.4111,closed
TK00825,AL00825,ENT0213,FO2,2024-03-02,0.5664,closed
TK00826,AL00826,ENT0213,FO2,2025-05-03,0.394,closed
TK00827,AL00827,ENT0213,FO2,2026-03-02,0.4055,closed
TK00828,AL00828,ENT0213,FO2,2026-05-01,0.4346,closed
TK00829,AL00829,ENT0214,FO2,2023-12-03,0.5637,closed
TK00830,AL00830,ENT0215,FO1,2024-09-04,0.388,closed
TK00831,AL00831,ENT0215,FO1,2026-05-02,0.4342,closed
TK00832,AL00832,ENT0216,FO3,2023-12-02,0.5405,closed
TK00833,AL00833,ENT0216,FO3,2024-05-01,0.4695,open
TK00834,AL00834,ENT0216,FO3,2025-05-02,0.4112,closed
TK00835,AL00835,ENT0217,FO4,2023-12-03,0.5664,closed
TK00836,AL00836,ENT0218,FO1,2026-05-01,0.4111,closed
TK00837,AL00837,ENT0219,FO1,2026-05-02,0.4111,closed
TK00838,AL00838,ENT0221,FO5,2023-12-02,0.5069,closed
TK00839,AL00839,ENT0221,FO5,2024-05-02,0.4271,closed
TK00840,AL00840,ENT0222,FO3,2023-12-04,0.6616,closed
TK00841,AL00841,ENT0222,FO3,2025-03-04,0.3879,closed
TK00842,AL00842,ENT0222,FO3,2026-03-02,0.5095,closed
TK00843,AL00843,ENT0222,FO3,2026-05-01,0.498,open
TK00844,AL00844,ENT0223,FO6,2024-04-03,0.7228,open
TK00845,AL00845,ENT0223,FO6,2024-06-02,0.4797,closed
TK00846,AL00846,ENT0223,FO6,2024-08-01,0.5616,closed
TK00847,AL00847,ENT0223,FO6,2024-12-04,0.3866,closed
TK00848,AL00848,ENT0223,FO6,2025-03-01,0.7318,closed
TK00849,AL00849,ENT0223,FO6,2025-05-02,0.6818,closed
TK00850,AL00850,ENT0223,FO6,2025-07-02,0.5396,open
TK00851,AL00851,ENT0223,FO6,2025-09-03,0.3915,closed
TK00852,AL00852,ENT0223,FO6,2025-11-02,0.3908,closed
TK00853,AL00853,ENT0223,FO6,2026-02-03,0.547,closed
TK00854,AL00854,ENT0223,FO6,2026-05-02,0.6518,open
TK00855,AL00855,ENT0223,FO6,2026-07-03,0.4751,closed
TK00856,AL00856,ENT0224,FO6,2025-08-04,0.4343,open
TK00857,AL00857,ENT0224,FO6,2026-07-04,0.4345,open
TK00858,AL00858,ENT0225,FO5,2025-09-02,0.3821,open
TK00859,AL00859,ENT0225,FO5,2026-07-02,0.4342,open
TK00860,AL00860,ENT0226,FO2,2023-12-03,0.5466,open
TK00861,AL00861,ENT0226,FO2,2024-02-04,0.4213,open
TK00862,AL00862,ENT0226,FO2,2024-08-02,0.4348,open
TK00863,AL00863,ENT0226,FO2,2026-03-03,0.3996,closed
TK00864,AL00864,ENT0227,FO5,2026-05-04,0.3886,closed
TK00865,AL00865,ENT0227,FO5,2026-07-04,0.3892,closed
TK00866,AL00866,ENT0229,FO2,2023-12-04,0.4184,closed
TK00867,AL00867,ENT0229,FO2,2026-05-03,0.4111,closed
TK00868,AL00868,ENT0230,FO5,2024-07-04,0.3821,open
TK00869,AL00869,ENT0231,FO3,2024-06-04,0.3891,closed
TK00870,AL00870,ENT0231,FO3,2024-08-01,0.3945,closed
TK00871,AL00871,ENT0231,FO3,2025-05-04,0.5196,closed
TK00872,AL00872,ENT0231,FO3,2026-05-03,0.3895,closed
TK00873,AL00873,ENT0231,FO3,2026-07-04,0.5869,open
TK00874,AL00874,ENT0232,FO3,2024-07-04,0.6908,closed
TK00875,AL00875,ENT0232,FO3,2024-09-04,0.515,closed
TK00876,AL00876,ENT0232,FO3,2025-05-01,0.9298,closed
TK00877,AL00877,ENT0232,FO3,2025-07-03,0.7453,closed
TK00878,AL00878,ENT0232,FO3,2025-09-01,0.5609,closed
TK00879,AL00879,ENT0232,FO3,2025-11-03,0.517,open
TK00880,AL00880,ENT0232,FO3,2026-03-03,0.6885,closed
TK00881,AL00881,ENT0232,FO3,2026-05-04,0.6078,closed
TK00882,AL00882,ENT0232,FO3,2026-07-03,0.6125,closed
TK00883,AL00883,ENT0233,FO5,2023-12-03,0.5627,closed
TK00884,AL00884,ENT0233,FO5,2024-02-04,0.4402,open
TK00885,AL00885,ENT0233,FO5,2024-04-04,0.4526,closed
TK00886,AL00886,ENT0233,FO5,2024-06-03,0.9129,open
TK00887,AL00887,ENT0233,FO5,2024-08-01,0.9237,closed
TK00888,AL00888,ENT0233,FO5,2024-10-04,0.6057,closed
TK00889,AL00889,ENT0233,FO5,2024-12-01,0.5623,closed
TK00890,AL00890,ENT0233,FO5,2025-02-04,0.5086,closed
TK00891,AL00891,ENT0233,FO5,2025-05-03,0.504,closed
TK00892,AL00892,ENT0233,FO5,2025-08-03,0.3837,closed
TK00893,AL00893,ENT0233,FO5,2025-10-02,0.386,closed
TK00894,AL00894,ENT0233,FO5,2026-05-03,0.4003,open
TK00895,AL00895,ENT0233,FO5,2026-07-02,0.3965,closed
TK00896,AL00896,ENT0234,FO4,2024-07-04,0.3881,closed
TK00897,AL00897,ENT0234,FO4,2026-07-01,0.3821,closed
TK00898,AL00898,ENT0235,FO3,2026-05-02,0.7159,closed
TK00899,AL00899,ENT0235,FO3,2026-07-04,0.3813,closed
TK00900,AL00900,ENT0236,FO4,2023-12-02,0.8302,closed
TK00901,AL00901,ENT0236,FO4,2024-02-01,0.6264,open
TK00902,AL00902,ENT0236,FO4,2024-05-04,0.4742,open
TK00903,AL00903,ENT0236,FO4,2024-12-03,0.43,closed
TK00904,AL00904,ENT0236,FO4,2025-02-02,0.6365,closed
TK00905,AL00905,ENT0236,FO4,2025-05-03,0.5107,closed
TK00906,AL00906,ENT0237,FO6,2024-06-03,0.3898,open
TK00907,AL00907,ENT0238,FO4,2026-07-02,0.4346,closed
TK00908,AL00908,ENT0239,FO4,2024-03-04,0.5533,closed
TK00909,AL00909,ENT0239,FO4,2024-05-02,0.7502,closed
TK00910,AL00910,ENT0239,FO4,2024-07-04,0.5873,closed
TK00911,AL00911,ENT0239,FO4,2024-09-03,0.4593,closed
TK00912,AL00912,ENT0239,FO4,2025-04-02,0.4405,open
TK00913,AL00913,ENT0239,FO4,2026-05-02,0.6249,closed
TK00914,AL00914,ENT0239,FO4,2026-07-01,0.4375,closed
TK00915,AL00915,ENT0240,FO5,2025-07-01,0.3822,closed
TK00916,AL00916,ENT0241,FO6,2025-05-01,0.4409,closed
TK00917,AL00917,ENT0241,FO6,2025-07-04,0.6857,closed
TK00918,AL00918,ENT0241,FO6,2025-09-01,0.4703,closed
TK00919,AL00919,ENT0241,FO6,2026-06-01,0.5385,open
TK00920,AL00920,ENT0241,FO6,2026-08-01,0.4428,closed
TK00921,AL00921,ENT0242,FO3,2025-05-01,0.4111,closed
TK00922,AL00922,ENT0242,FO3,2026-05-01,0.4111,closed
TK00923,AL00923,ENT0243,FO1,2024-06-04,0.4065,closed
TK00924,AL00924,ENT0243,FO1,2026-05-01,0.5522,open
TK00925,AL00925,ENT0243,FO1,2026-07-04,0.5222,closed
TK00926,AL00926,ENT0244,FO3,2024-06-04,0.7023,closed
TK00927,AL00927,ENT0244,FO3,2024-08-03,0.7279,open
TK00928,AL00928,ENT0244,FO3,2024-10-02,0.5115,closed
TK00929,AL00929,ENT0244,FO3,2025-05-02,0.8332,closed
TK00930,AL00930,ENT0244,FO3,2025-07-03,0.676,closed
TK00931,AL00931,ENT0244,FO3,2025-09-04,0.5295,open
TK00932,AL00932,ENT0244,FO3,2026-06-04,0.6078,closed
TK00933,AL00933,ENT0244,FO3,2026-08-02,0.6554,closed
TK00934,AL00934,ENT0245,FO6,2023-12-01,0.4355,closed
TK00935,AL00935,ENT0245,FO6,2024-03-04,0.5669,open
TK00936,AL00936,ENT0246,FO5,2023-12-01,0.4233,closed
TK00937,AL00937,ENT0246,FO5,2025-05-01,0.4632,open
TK00938,AL00938,ENT0247,FO6,2023-12-02,0.4596,closed
TK00939,AL00939,ENT0247,FO6,2024-02-04,0.3983,closed
TK00940,AL00940,ENT0247,FO6,2026-03-03,0.4053,closed
TK00941,AL00941,ENT0249,FO1,2023-12-01,0.8728,open
TK00942,AL00942,ENT0249,FO1,2024-02-02,0.7259,closed
TK00943,AL00943,ENT0249,FO1,2024-06-03,0.5771,closed
TK00944,AL00944,ENT0249,FO1,2024-08-03,0.6269,open
TK00945,AL00945,ENT0249,FO1,2025-03-04,0.3942,closed
TK00946,AL00946,ENT0250,FO3,2025-05-04,0.4113,open
TK00947,AL00947,ENT0251,FO1,2023-12-01,0.4757,open
TK00948,AL00948,ENT0251,FO1,2024-02-03,0.7051,open
TK00949,AL00949,ENT0251,FO1,2024-04-03,0.4647,closed
TK00950,AL00950,ENT0251,FO1,2025-05-04,0.5212,closed
TK00951,AL00951,ENT0251,FO1,2026-05-01,0.4111,open
TK00952,AL00952,ENT0252,FO3,2024-09-04,0.451,closed
TK00953,AL00953,ENT0252,FO3,2025-05-04,0.4606,closed
TK00954,AL00954,ENT0252,FO3,2026-05-04,0.4902,closed
TK00955,AL00955,ENT0252,FO3,2026-07-01,0.5983,open
