outcome_id,task_id,enterprise_id,visited_on,outcome,intervention,officer_note_lang,becomes_training_label
OC00686,TK00936,ENT0246,2023-12-18,stress_confirmed,advice_only,as,True
OC00687,TK00938,ENT0247,2023-12-15,stress_confirmed,advice_only,or,True
OC00688,TK00939,ENT0247,2024-02-25,stress_confirmed,emi_rescheduled,or,True
OC00689,TK00940,ENT0247,2026-03-08,stress_confirmed,scheme_linkage,or,True
OC00690,TK00942,ENT0249,2024-02-15,stress_confirmed,emi_rescheduled,gu,True
OC00691,TK00943,ENT0249,2024-06-18,stress_confirmed,advice_only,gu,True
OC00692,TK00945,ENT0249,2025-03-17,stress_confirmed,emi_rescheduled,gu,True
OC00693,TK00949,ENT0251,2024-04-05,false_positive,no_action,gu,True
OC00694,TK00950,ENT0251,2025-05-12,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00695,TK00952,ENT0252,2024-09-11,false_positive,no_action,te,True
OC00696,TK00953,ENT0252,2025-05-25,stress_confirmed,scheme_linkage,te,True
OC00697,TK00954,ENT0252,2026-05-11,stress_confirmed,scheme_linkage,te,True
